vin,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
wbaeu33415pr14201,2005,BMW,3 Series,325xi,sedan,automatic,nc,33.0,108034.0,blue,tan,audi northlake,4975.0,7100.0,Wed Jun 03 2015 07:00:00 GMT-0700 (PDT)
wbana73515b816419,2005,BMW,5 Series,530i,sedan,automatic,ga,45.0,102220.0,white,tan,national auto lenders inc,6575.0,6500.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
5uxfb53525lv20195,2005,BMW,X5,4.4i,suv,automatic,pa,39.0,80071.0,blue,gray,spitzer toyota scion,7700.0,7100.0,Wed Jun 03 2015 05:00:00 GMT-0700 (PDT)
wbana735x5b816435,2005,BMW,5 Series,530i,Sedan,automatic,ca,24.0,133721.0,silver,black,unique automotive ltd,5550.0,6900.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
4usbt53505lu11452,2005,BMW,Z4,3.0i,Convertible,automatic,ca,33.0,21747.0,gold,tan,bmw north scottsdale,13750.0,13750.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
4usbt33515ls56463,2005,BMW,Z4,2.5i,Convertible,automatic,ga,33.0,119855.0,white,black,persichetti motorsports inc,6725.0,7500.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
wbaaz33445kp91989,2005,BMW,3 Series,325i,Sedan,automatic,ca,22.0,118803.0,silver,gray,a-l financial corporation,4450.0,2700.0,Thu Feb 05 2015 04:30:00 GMT-0800 (PST)
wbanb33515cn63070,2005,BMW,5 Series,545i,Sedan,automatic,ne,31.0,105899.0,black,black,willis cadillac inc,6550.0,7300.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
5uxfa13515lu47249,2005,BMW,X5,3.0i,SUV,automatic,ga,29.0,127979.0,silver,gray,germain bmw of naples,6075.0,6300.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
4usbt33545ls55775,2005,BMW,Z4,2.5i,Convertible,automatic,tx,23.0,89455.0,silver,gray,automax,7100.0,7300.0,Wed Jan 21 2015 02:05:00 GMT-0800 (PST)
wbxpa93465wd05544,2005,BMW,X3,3.0i,SUV,automatic,wi,19.0,125888.0,gray,black,patrick european llc,5550.0,4400.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
wbabw53445pj96894,2005,BMW,3 Series,330Ci,Convertible,manual,ga,37.0,64428.0,blue,gray,germain lexus,9300.0,10500.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
wbabw33415pl38767,2005,BMW,3 Series,325Ci,Convertible,,fl,2.0,92138.0,blue,tan,remarketing by ge/space coast credit union,6875.0,4200.0,Fri Feb 06 2015 01:50:00 GMT-0800 (PST)
wbagn63515ds56171,2005,BMW,7 Series,745Li,Sedan,automatic,wa,28.0,113902.0,gray,black,lexus of tacoma at fife,6875.0,6400.0,Wed Jan 21 2015 05:20:00 GMT-0800 (PST)
wbana73535b814641,2005,BMW,5 Series,530i,Sedan,automatic,tx,35.0,104389.0,white,tan,bmw of arlington,7325.0,8000.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
5uxfa13595ly03043,2005,BMW,X5,3.0i,SUV,automatic,nj,26.0,108700.0,beige,beige,dch bloomfield llc,6725.0,5900.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
wbabw33475pl38188,2005,BMW,3 Series,325Ci,Convertible,automatic,tx,33.0,48889.0,gray,black,hopper motorplex inc,9100.0,7800.0,Wed Jan 28 2015 02:15:00 GMT-0800 (PST)
wbana73565b817517,2005,BMW,5 Series,530i,Sedan,automatic,nc,19.0,134084.0,silver,gray,hendrick acura,6375.0,5200.0,Wed Jan 21 2015 06:30:00 GMT-0800 (PST)
wbanb33505cn64873,2005,BMW,5 Series,545i,sedan,automatic,ca,36.0,99806.0,black,tan,premium auto wholesale,5950.0,8800.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
wbanb33515cn67331,2005,BMW,5 Series,545i,Sedan,automatic,ut,27.0,143099.0,silver,black,remarketing by ge/granite credit union,4725.0,5000.0,Wed Jan 07 2015 11:30:00 GMT-0800 (PST)
wbaeu33455pr14489,2005,BMW,3 Series,325xi,Sedan,automatic,nj,29.0,121798.0,blue,beige,sharlene realty llc,3950.0,3500.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
wbaeu33425pr15549,2005,BMW,3 Series,325xi,Sedan,,nj,26.0,82805.0,black,black,hamilton honda,5400.0,6000.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
5uxfa13585ly13465,2005,BMW,X5,3.0i,SUV,automatic,ca,38.0,146942.0,white,beige,veros credit,5225.0,4800.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
wbxpa93455wd18401,2005,BMW,X3,3.0i,SUV,automatic,nj,37.0,109539.0,silver,black,montclair auto sls grp llc,6275.0,5300.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
5uxfb53525lv11657,2005,BMW,X5,4.4i,SUV,automatic,tx,28.0,68001.0,black,tan,bmw of dallas,8000.0,7900.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
wbxpa73475wc50557,2005,BMW,X3,2.5i,SUV,automatic,ca,34.0,54475.0,white,beige,high bid trading co inc,7625.0,11000.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
wbanb335x5b116467,2005,BMW,5 Series,545i,Sedan,automatic,ca,29.0,77586.0,black,black,onemain rem/fmt enterprises inc,8450.0,8500.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
5uxfb53515lv13724,2005,BMW,X5,4.4i,SUV,automatic,ma,33.0,90788.0,white,brown,capital one auto finance,7125.0,7000.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
wbaev33425kx10517,2005,BMW,3 Series,325i,Sedan,automatic,ca,38.0,86126.0,gray,black,walters auto sales/service inc,4925.0,6200.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
wbaev534x5km39007,2005,BMW,3 Series,330i,Sedan,automatic,nc,32.0,79345.0,gray,gray,crossroads infiniti inc,6050.0,8200.0,Mon Jan 05 2015 01:00:00 GMT-0800 (PST)
wbana53525b859302,2005,BMW,5 Series,525i,Sedan,automatic,tx,34.0,132635.0,white,beige,bmw of arlington,5325.0,5900.0,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
wbaeu33455pr14749,2005,BMW,3 Series,325xi,Sedan,automatic,nj,32.0,82424.0,silver,gray,bmw of freehold,5600.0,5700.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
4usbt33555ls54859,2005,BMW,Z4,2.5i,Convertible,automatic,ca,34.0,84002.0,silver,black,concord toyota,8300.0,6000.0,Wed May 20 2015 05:30:00 GMT-0700 (PDT)
wbaeh73445b192473,2005,BMW,6 Series,645Ci,Coupe,automatic,ca,19.0,107554.0,black,red,tdaf remarketing,12400.0,9500.0,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
wbsbr93415pk08848,2005,BMW,M3,Base,convertible,manual,ca,26.0,85180.0,blue,gray,caseys cars inc,12100.0,15000.0,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT)
5uxfa13535ly01725,2005,BMW,X5,3.0i,suv,automatic,fl,28.0,92795.0,silver,black,flag/reeves import motorca,8050.0,8000.0,Wed Jun 17 2015 03:05:00 GMT-0700 (PDT)
wbana73575cr59563,2005,BMW,5 Series,530i,Sedan,automatic,fl,19.0,89107.0,black,black,plus auto sales corp,7350.0,4100.0,Fri Feb 27 2015 01:20:00 GMT-0800 (PST)
wbabw33465pl37887,2005,BMW,3 Series,325Ci,Convertible,automatic,nj,4.0,86127.0,black,beige,bmw of mount laurel,6450.0,8100.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
wbaeu33465pf63739,2005,BMW,3 Series,325xi,Sedan,manual,oh,25.0,141332.0,black,black,wells fargo dealer services,3625.0,3500.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
wbxpa93495wd08034,2005,BMW,X3,3.0i,SUV,automatic,ga,36.0,130543.0,black,beige,automobile acceptance corp,5300.0,5400.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
wbxpa93405wd18788,2005,BMW,X3,3.0i,suv,automatic,ga,36.0,102076.0,red,beige,onemain rem/bill hancock motors llc,7000.0,5800.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
wbaeh73495b193361,2005,BMW,6 Series,645Ci,coupe,automatic,az,19.0,77464.0,silver,black,earnhardt,14000.0,13000.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
wbana73565b819655,2005,BMW,5 Series,530i,sedan,automatic,md,19.0,122063.0,blue,brown,remarketing by ge/manheim baltimore washington,6100.0,5700.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
wbabd33475pl07884,2005,BMW,3 Series,325Ci,Coupe,automatic,ca,24.0,118550.0,white,black,premium auto wholesale,4975.0,5500.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
wbaaz33455kw77273,2005,BMW,3 Series,325i,Sedan,automatic,ca,25.0,85967.0,black,black,garys auto sales inc,6175.0,5900.0,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
wbana53585b858753,2005,BMW,5 Series,525i,Sedan,automatic,fl,2.0,111730.0,black,tan,florida fine cars inc,6450.0,4800.0,Fri Jan 09 2015 09:30:00 GMT-0800 (PST)
wbanb33505cn66445,2005,BMW,5 Series,545i,Sedan,automatic,fl,31.0,163931.0,white,black,lexus of pembroke pines,3975.0,5700.0,Fri Jan 09 2015 09:30:00 GMT-0800 (PST)
wbagn63585ds58872,2005,BMW,7 Series,745Li,Sedan,automatic,tx,28.0,154392.0,black,black,bank of america,5125.0,5500.0,Tue Jan 13 2015 10:30:00 GMT-0800 (PST)
wbaek73495b324807,2005,BMW,6 Series,645Ci,Convertible,automatic,fl,27.0,104007.0,beige,tan,lauderdale bmw of fort lauderdale,10650.0,12600.0,Fri Jan 09 2015 09:35:00 GMT-0800 (PST)
wbaeu334x5pr19025,2005,BMW,3 Series,325xi,Sedan,automatic,tx,22.0,154207.0,blue,beige,westlake financial services,3250.0,2000.0,Tue Jan 13 2015 10:30:00 GMT-0800 (PST)
wbaew53415pn39223,2005,BMW,3 Series,330xi,Sedan,automatic,ne,36.0,65129.0,blue,tan,john markel inc,7925.0,10500.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
wbagn63595ds58623,2005,BMW,7 Series,745Li,Sedan,automatic,ga,36.0,55652.0,black,gray,carworks inc,10100.0,13300.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
wbanb33555cn64352,2005,BMW,5 Series,545i,Sedan,automatic,va,39.0,127722.0,silver,black,brown's jaguar,5550.0,5400.0,Thu Jan 29 2015 01:05:00 GMT-0800 (PST)
wbagn63555ds58862,2005,BMW,7 Series,745Li,Sedan,automatic,nc,19.0,83173.0,brown,tan,allegacy fcu,8275.0,8500.0,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
wbagl63595dp76706,2005,BMW,7 Series,745i,Sedan,automatic,nc,41.0,147800.0,gray,black,north state acceptance,4475.0,4000.0,Mon Feb 02 2015 01:00:00 GMT-0800 (PST)
4usbt33565ls57298,2005,BMW,Z4,2.5i,Convertible,automatic,nv,31.0,60821.0,brown,beige,exclusive cars inc,8525.0,10000.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxfa13545ly20929,2005,BMW,X5,3.0i,SUV,automatic,ga,34.0,120011.0,gray,gray,nalley acura,6375.0,7200.0,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
wbxpa93485wd14214,2005,BMW,X3,3.0i,SUV,automatic,fl,1.0,176101.0,red,beige,fiserv/independent bank,3650.0,2600.0,Tue Feb 03 2015 00:30:00 GMT-0800 (PST)
wbxpa93445wd15778,2005,BMW,X3,3.0i,SUV,automatic,ga,28.0,135476.0,black,black,jaguar porsche volvo of greenville,5000.0,6600.0,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
wbana53535b860412,2005,BMW,5 Series,525i,Sedan,automatic,nc,2.0,178277.0,silver,black,hendrick motors of charlotte,4300.0,3800.0,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
wbaek73475b323638,2005,BMW,6 Series,645Ci,Convertible,automatic,pa,26.0,128430.0,gray,beige,tdaf remarketing,7725.0,9400.0,Thu Jan 08 2015 09:00:00 GMT-0800 (PST)
5uxfa13505ly23049,2005,BMW,X5,3.0i,SUV,automatic,ga,28.0,139723.0,gray,black,athens bmw,5700.0,6400.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
wbaek73485b327052,2005,BMW,6 Series,645Ci,Convertible,automatic,ca,33.0,95134.0,silver,black,mercedes benz of laguna niguel,11750.0,13900.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
4usbt33595ls57005,2005,BMW,Z4,2.5i,convertible,automatic,mo,24.0,108765.0,black,black,plaza motor company,5925.0,5600.0,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
wbaev33485kx12398,2005,BMW,3 Series,325i,sedan,automatic,az,28.0,113004.0,blue,beige,chapman corporate wholesale,4375.0,4000.0,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
5uxfa13585ly17791,2005,BMW,X5,3.0i,suv,automatic,fl,29.0,168032.0,blue,gray,flag/reeves import motorca,4975.0,4300.0,Thu Jun 18 2015 02:45:00 GMT-0700 (PDT)
wbana53555b862498,2005,BMW,5 Series,525i,sedan,automatic,sc,28.0,123656.0,white,beige,charleston automotive company,5450.0,5800.0,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)
5uxfa13505ly17297,2005,BMW,X5,3.0i,suv,automatic,ca,2.0,111938.0,gray,beige,sierra auto investment co,7050.0,4200.0,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
wbxpa934x5wd13632,2005,BMW,X3,3.0i,suv,automatic,nj,35.0,68040.0,red,beige,onemain rem/mark stefanelli llc,8025.0,8200.0,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)
5uxfb53515lv11777,2005,BMW,X5,4.4i,suv,automatic,ca,38.0,97762.0,green,brown,symbolic motor cars,6625.0,7500.0,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
wbaek73435b261042,2005,BMW,6 Series,645Ci,Convertible,automatic,fl,44.0,60913.0,blue,beige,david j leahy jr,17550.0,18200.0,Thu Feb 05 2015 01:50:00 GMT-0800 (PST)
wbaet37475nj85436,2005,BMW,3 Series,325i,Sedan,automatic,wa,36.0,191592.0,black,beige,lexus of bellevue,1800.0,3300.0,Wed Feb 11 2015 05:20:00 GMT-0800 (PST)
5uxfb53585lv17169,2005,BMW,X5,4.4i,SUV,automatic,pa,21.0,123579.0,blue,brown,credit acceptance corp/vrs/southfield,6750.0,4800.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
wbaev33405kw16975,2005,BMW,3 Series,325i,Sedan,automatic,pa,37.0,48684.0,blue,beige,priority volkswagen,7125.0,7400.0,Fri Feb 20 2015 01:00:00 GMT-0800 (PST)
5uxfb535x5lv13429,2005,BMW,X5,4.4i,SUV,automatic,va,33.0,129095.0,blue,beige,battlefield ford,6550.0,4200.0,Thu Feb 12 2015 01:50:00 GMT-0800 (PST)
wbana53515b862353,2005,BMW,5 Series,525i,Sedan,automatic,ca,25.0,125409.0,silver,black,premium auto wholesale,5900.0,7000.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
wbabw33465px83117,2005,BMW,3 Series,325Ci,Convertible,automatic,fl,37.0,44261.0,blue,beige,braman motorcars,9225.0,12000.0,Thu Feb 05 2015 01:40:00 GMT-0800 (PST)
wbxpa93405wd03983,2005,BMW,X3,3.0i,SUV,automatic,nc,44.0,139141.0,blue,gray,floorplan xpress,5150.0,6600.0,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
wbaek73475b327124,2005,BMW,6 Series,645Ci,Convertible,automatic,nc,27.0,76255.0,black,beige,floorplan xpress,14800.0,14400.0,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
wbagn635x5ds59425,2005,BMW,7 Series,745Li,sedan,automatic,ca,28.0,75252.0,gray,gray,east bay bmw,9800.0,13300.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
wbxpa93425wd06934,2005,BMW,X3,3.0i,suv,automatic,ca,23.0,125554.0,gray,black,remarketing by ge/xpress rent a car,6100.0,5250.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
5uxfb53555lv13676,2005,BMW,X5,4.4i,suv,automatic,mi,29.0,76390.0,blue,black,td auto finance,7100.0,7300.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
wbxpa93415wd04639,2005,BMW,X3,3.0i,SUV,,pa,28.0,94705.0,black,tan,bmw of annapolis/mini of annapolis,6725.0,5900.0,Fri Feb 06 2015 01:15:00 GMT-0800 (PST)
wbabw53495pl48622,2005,BMW,3 Series,330Ci,Convertible,automatic,nj,19.0,151638.0,silver,gray,westlake financial services,3825.0,2250.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
wbabv13445jt23299,2005,BMW,3 Series,325Ci,Coupe,automatic,va,35.0,80495.0,black,tan,florida auto connection,6125.0,6500.0,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
wbxpa93465wd13577,2005,BMW,X3,3.0i,SUV,automatic,nj,28.0,99737.0,black,beige,mercedes benz of freehold,6500.0,5800.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
wbaew53435pn37795,2005,BMW,3 Series,330xi,Sedan,automatic,ga,19.0,133367.0,silver,black,santander consumer,5350.0,4700.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
wbagn63535ds60092,2005,BMW,7 Series,745Li,Sedan,automatic,ca,35.0,82431.0,gray,gray,autobahn motors,8450.0,9200.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
5uxfa13535ly10067,2005,BMW,X5,3.0i,SUV,automatic,pa,19.0,102276.0,gray,black,low low miles llc,6950.0,7100.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
wbaek73445b324908,2005,BMW,6 Series,645Ci,Convertible,automatic,ca,46.0,62465.0,white,tan,logistics leasing,17600.0,18000.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
wbxpa934x5wd02193,2005,BMW,X3,3.0i,SUV,automatic,fl,37.0,91103.0,gray,black,napletons nissan,6725.0,6500.0,Thu Feb 12 2015 02:20:00 GMT-0800 (PST)
wbaek73425b328892,2005,BMW,6 Series,645Ci,Convertible,automatic,ca,31.0,69777.0,gray,beige,audi north scottsdale,16400.0,15300.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
wbabw33425pl39393,2005,BMW,3 Series,325Ci,Convertible,automatic,ca,37.0,82104.0,blue,silver,high bid trading co inc,6925.0,9400.0,Wed Feb 11 2015 04:15:00 GMT-0800 (PST)
wbaev33425kw18646,2005,BMW,3 Series,325i,Sedan,,pa,31.0,119689.0,black,black,r hollenshead auto sales inc,4125.0,4900.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
wbana53515b861316,2005,BMW,5 Series,525i,Sedan,automatic,ca,33.0,131068.0,gray,gray,buyers auto sales,6100.0,5400.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
wbana53515b862353,2005,BMW,5 Series,525i,Sedan,automatic,ca,31.0,125413.0,silver,gray,premium auto wholesale,6350.0,6400.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
wbxpa93435wd23631,2005,BMW,X3,3.0i,SUV,automatic,ca,27.0,117294.0,black,black,american road leasing inc,5850.0,7200.0,Wed Feb 18 2015 04:15:00 GMT-0800 (PST)
wbana73515b815755,2005,BMW,5 Series,530i,Sedan,automatic,fl,19.0,136671.0,blue,tan,discount auto mart inc,5775.0,5000.0,Wed Feb 18 2015 01:40:00 GMT-0800 (PST)
5uxfa13545lu47262,2005,BMW,X5,3.0i,suv,automatic,ga,34.0,127073.0,white,tan,momentum motorcars,6450.0,7500.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
5uxfa13535ly12143,2005,BMW,X5,3.0i,SUV,automatic,tx,36.0,127332.0,white,tan,heavenly motors of texas ltd,6200.0,6600.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
wbana53545b859897,2005,BMW,5 Series,525i,Sedan,automatic,ca,2.0,106233.0,silver,black,veros credit,7350.0,6200.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbxpa93485wd15072,2005,BMW,X3,3.0i,SUV,automatic,ca,42.0,131632.0,white,beige,sterling bmw,5225.0,6100.0,Wed Feb 18 2015 04:15:00 GMT-0800 (PST)
wbaev53465km40106,2005,BMW,3 Series,330i,Sedan,automatic,mn,36.0,90885.0,black,tan,bmw of minnetonka,4450.0,7100.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
5uxfa13595ly22191,2005,BMW,X5,3.0i,suv,automatic,ms,3.0,115095.0,white,tan,mercedes benz & porsche of jax,6950.0,6000.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
wbxpa93415wd20775,2005,BMW,X3,3.0i,suv,automatic,va,28.0,128780.0,black,black,brown's dulles nissan,5950.0,4600.0,Thu Jun 11 2015 02:05:00 GMT-0700 (PDT)
4usbt53555lu10510,2005,BMW,Z4,3.0i,convertible,automatic,tx,28.0,98959.0,black,black,hopper motorplex inc,7700.0,8700.0,Fri Jun 19 2015 04:00:00 GMT-0700 (PDT)
wbana73515cr59459,2005,BMW,5 Series,530i,Sedan,automatic,ca,37.0,141065.0,gray,black,clear view systems,5600.0,5750.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
wbxpa93455wd15269,2005,BMW,X3,3.0i,suv,automatic,oh,43.0,140986.0,white,tan,sullivan auto group llc,5500.0,6500.0,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT)
wbaev53465km42891,2005,BMW,3 Series,330i,sedan,automatic,nc,19.0,116142.0,blue,tan,dt credit corporation,5175.0,3800.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
wbaaz334x5kw78371,2005,BMW,3 Series,325i,Sedan,automatic,ca,27.0,176479.0,silver,black,onemain rem/master car center,1950.0,2500.0,Wed Jan 07 2015 12:05:00 GMT-0800 (PST)
wbxpa93445wd12489,2005,BMW,X3,3.0i,suv,,pa,32.0,101813.0,silver,black,alans autos,6600.0,7100.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbagn63555ds58568,2005,BMW,7 Series,745Li,sedan,automatic,fl,26.0,128139.0,black,black,mid atlantic finance/clearwater,7075.0,4100.0,Thu Jun 11 2015 08:00:00 GMT-0700 (PDT)
wbsbr93415pk08378,2005,BMW,M3,Base,convertible,manual,fl,32.0,120934.0,black,brown,autobuy,6075.0,10600.0,Thu Jun 11 2015 02:10:00 GMT-0700 (PDT)
wbxpa93415wd10764,2005,BMW,X3,3.0i,suv,automatic,fl,19.0,125689.0,blue,black,innovate loan servicing corp,6075.0,3800.0,Thu Jun 11 2015 08:00:00 GMT-0700 (PDT)
wbana73575b814805,2005,BMW,5 Series,530i,sedan,automatic,ga,19.0,163596.0,gray,black,flag/ald motors inc,4675.0,4100.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
wbana535x5b861234,2005,BMW,5 Series,525i,sedan,automatic,fl,24.0,100801.0,black,black,remarketing of america,6200.0,5500.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
wbaet37435nj90228,2005,BMW,3 Series,325i,sedan,automatic,nj,19.0,158133.0,silver,gray,auto lender liquidation center,2975.0,2000.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
wbxpa93435wd18669,2005,BMW,X3,3.0i,suv,automatic,tx,34.0,125921.0,green,beige,fiserv/pelican resource group,6075.0,4000.0,Tue Jun 16 2015 03:30:00 GMT-0700 (PDT)
wbaet37455nj90022,2005,BMW,3 Series,325i,sedan,automatic,tx,27.0,147586.0,gray,black,autonation nissan dallas,3500.0,2400.0,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
wbxpa93405wd04227,2005,BMW,X3,3.0i,suv,automatic,nc,2.0,64783.0,gray,black,crossroads ford of indian trail,8175.0,8000.0,Mon Jun 15 2015 02:00:00 GMT-0700 (PDT)
wbana73555b818576,2005,BMW,5 Series,530i,Sedan,automatic,tx,38.0,99939.0,gold,tan,dt credit corporation,7250.0,8100.0,Tue Jan 13 2015 11:00:00 GMT-0800 (PST)
5uxfa13505ly08860,2005,BMW,X5,3.0i,SUV,automatic,tx,2.0,172115.0,blue,tan,caprock auto remarketing,4525.0,3900.0,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
wbanb33525cn64499,2005,BMW,5 Series,545i,Sedan,automatic,fl,28.0,157375.0,white,gray,autonation chevrolet airport,3975.0,4900.0,Tue Jan 06 2015 18:00:00 GMT-0800 (PST)
wbana735x5b816399,2005,BMW,5 Series,530i,Sedan,automatic,ca,31.0,133068.0,silver,gray,tdaf remarketing,6325.0,5300.0,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
wbana73595b818614,2005,BMW,5 Series,530i,Sedan,automatic,nc,24.0,90393.0,silver,gray,infiniti of charlotte,7250.0,8400.0,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
wbaew53495pn39311,2005,BMW,3 Series,330xi,Sedan,automatic,ma,35.0,128213.0,black,black,audi cape cod,5725.0,5400.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
wbxpa93465wd11084,2005,BMW,X3,3.0i,SUV,,pa,19.0,83637.0,gray,black,remarketing by ge/manheim pennsylvania,7075.0,3500.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
wbanb33575cn67138,2005,BMW,5 Series,545i,Sedan,automatic,fl,19.0,111650.0,silver,—,david j leahy jr,6550.0,6100.0,Thu Feb 26 2015 08:00:00 GMT-0800 (PST)
wbana73555b815323,2005,BMW,5 Series,530i,Sedan,automatic,pa,42.0,88825.0,black,gray,carsense incorporated,7350.0,9700.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
wbabw53415pl48470,2005,BMW,3 Series,330Ci,Convertible,automatic,fl,28.0,72365.0,black,black,tdaf remarketing,9100.0,9400.0,Tue Mar 10 2015 02:00:00 GMT-0700 (PDT)
wbaew534x5pn38362,2005,BMW,3 Series,330xi,Sedan,automatic,nc,27.0,122917.0,gray,black,gardner motors inc,6000.0,6200.0,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
wbxpa93465wd08928,2005,BMW,X3,3.0i,suv,automatic,or,39.0,99884.0,red,black,bmw mini portland,7100.0,8500.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
wbaev53455km40856,2005,BMW,3 Series,330i,sedan,automatic,nc,21.0,131506.0,gray,gray,hendrick bmw northlake,4450.0,4700.0,Wed Jun 03 2015 07:00:00 GMT-0700 (PDT)
wbxpa73405wc47497,2005,BMW,X3,2.5i,SUV,automatic,ca,2.0,173918.0,gray,black,lobel financial corp,3150.0,2800.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
wbanb33565cn63873,2005,BMW,5 Series,545i,Sedan,automatic,ma,24.0,99457.0,silver,gray,inman motors sales of somerville,6100.0,5000.0,Thu Jun 04 2015 11:30:00 GMT-0700 (PDT)
wbagn63515ds59555,2005,BMW,7 Series,745Li,Sedan,automatic,ca,,125492.0,black,—,lease liquidations com,6700.0,6300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbana53545b862895,2005,BMW,5 Series,525i,Sedan,automatic,ca,35.0,114008.0,black,black,newport coast auto com,6075.0,7700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
