vin,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
wbanb33595cn64872,2005,BMW,5 Series,545i,Sedan,automatic,ca,19.0,103886.0,silver,gray,800 loan mart,7475.0,4300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
5uxfb53515lv13643,2005,BMW,X5,4.4i,SUV,automatic,ca,33.0,126345.0,silver,gray,san diego volvo,5700.0,6600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbagn635x5ds59649,2005,BMW,7 Series,745Li,Sedan,automatic,ca,,117982.0,black,—,dollar bill auto sales inc,7075.0,6500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
wbanb335x5cn68221,2005,BMW,5 Series,545i,Sedan,automatic,ca,21.0,125243.0,black,black,mas financial services,5800.0,5300.0,Wed Feb 18 2015 04:05:00 GMT-0800 (PST)
wbana73505cr61056,2005,BMW,5 Series,530i,Sedan,automatic,ca,35.0,131371.0,black,black,wells fargo dealer services,6325.0,5600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
wbabd53425pd99582,2005,BMW,3 Series,330Ci,Coupe,manual,ny,35.0,128086.0,black,black,primeritus remarketing/loan service center,4925.0,3500.0,Wed May 06 2015 04:30:00 GMT-0700 (PDT)
wbaek73425b326706,2005,BMW,6 Series,645Ci,Convertible,,ca,,81423.0,black,—,mercedes benz of san francisco,13500.0,15100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5uxfa13555ly04531,2005,BMW,X5,3.0i,SUV,,ca,,80890.0,gray,—,desert fleet lease,7475.0,7200.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
wbana73565cr57352,2005,BMW,5 Series,530i,Sedan,automatic,pa,28.0,114979.0,black,black,honda north,6800.0,5700.0,Wed Apr 08 2015 05:00:00 GMT-0700 (PDT)
wbanb33585cn67018,2005,BMW,5 Series,545i,Sedan,automatic,ca,,70995.0,black,—,peninsula infiniti llc,9275.0,9000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbanb33565b115560,2005,BMW,5 Series,545i,Sedan,automatic,ca,,109431.0,gray,—,south county lexus at mission viejo,7350.0,7100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbanb33575b089244,2005,BMW,5 Series,545i,Sedan,manual,ca,27.0,116379.0,black,beige,a l financial corporation,5350.0,4100.0,Wed Dec 17 2014 15:00:00 GMT-0800 (PST)
wbaaz33425kw79563,2005,BMW,3 Series,325i,Sedan,automatic,ca,19.0,156152.0,black,black,high bid trading co inc,2225.0,2000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
wbaev53445km42811,2005,BMW,3 Series,330i,Sedan,automatic,ca,19.0,102431.0,gray,gray,united auto credit/irvine,5225.0,3600.0,Wed Apr 15 2015 06:30:00 GMT-0700 (PDT)
wbaew53415pn36998,2005,BMW,3 Series,330xi,sedan,automatic,fl,1.0,92538.0,gray,black,chrysler capital,5775.0,1600.0,Wed Jun 03 2015 01:30:00 GMT-0700 (PDT)
wbaeh73465b192944,2005,BMW,6 Series,645Ci,coupe,automatic,ca,27.0,84354.0,black,black,a l financial corporation,13600.0,11500.0,Tue Jun 02 2015 17:00:00 GMT-0700 (PDT)
wbaet37455nh06379,2005,BMW,3 Series,325i,sedan,manual,fl,19.0,137641.0,gray,black,mercedes benz of pembroke pines,3650.0,3600.0,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
4usbt33525ls57251,2005,BMW,Z4,2.5i,Convertible,automatic,ca,28.0,111332.0,gray,black,bmw of monrovia,6000.0,5500.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
wbabd33435pl06988,2005,BMW,3 Series,325Ci,Coupe,automatic,ca,22.0,134646.0,silver,silver,cig financial,4250.0,3900.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
wbagn63595ds59495,2005,BMW,7 Series,745Li,Sedan,automatic,ca,43.0,91203.0,silver,gray,aaero sweet company,7925.0,9800.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbana53555b863666,2005,BMW,5 Series,525i,Sedan,automatic,nv,29.0,65384.0,beige,orange,gaudin jaguar porsche of las vegas,9150.0,9600.0,Fri Feb 20 2015 04:15:00 GMT-0800 (PST)
wbxpa93435wd23970,2005,BMW,X3,3.0i,SUV,automatic,tx,19.0,89685.0,silver,gray,wells fargo financial acceptance,6950.0,5500.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
wbagl63595dp76074,2005,BMW,7 Series,745i,Sedan,automatic,md,26.0,117608.0,black,black,darcars dodge of new carrollton,6275.0,6800.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
wbaek73415b322954,2005,BMW,6 Series,645Ci,Convertible,automatic,tx,27.0,87669.0,blue,gray,tdaf remarketing,13500.0,11100.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
wbabw33475pl34187,2005,BMW,3 Series,325Ci,Convertible,automatic,nc,26.0,162478.0,silver,gray,capital chrysler jeep dodge llc,3850.0,4400.0,Mon May 25 2015 02:00:00 GMT-0700 (PDT)
wbxpa93425wd11115,2005,BMW,X3,3.0i,SUV,automatic,nv,36.0,79142.0,white,beige,kapitolia auto llc,7250.0,9300.0,Fri Feb 20 2015 04:00:00 GMT-0800 (PST)
wbaev33495kw16487,2005,BMW,3 Series,325i,Sedan,automatic,fl,39.0,82763.0,silver,black,coggin bmw treasure coast,6350.0,5500.0,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
5uxfb53595lv12918,2005,BMW,X5,4.4i,SUV,automatic,fl,19.0,86591.0,blue,black,mercedes benz of sarasota,7925.0,6000.0,Tue Jan 27 2015 08:00:00 GMT-0800 (PST)
wbanb33505cn67112,2005,BMW,5 Series,545i,Sedan,automatic,ga,26.0,128618.0,white,beige,carworks inc,5700.0,5700.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
wbaeh73405b193328,2005,BMW,6 Series,645Ci,Coupe,automatic,ma,44.0,64844.0,gray,black,premier cape cod,12900.0,13200.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
wbanb33505cn63545,2005,BMW,5 Series,545i,Sedan,automatic,ca,22.0,160156.0,black,black,aaero sweet company,4025.0,3500.0,Wed Jan 28 2015 03:30:00 GMT-0800 (PST)
wbana53535b863455,2005,BMW,5 Series,525i,Sedan,automatic,va,34.0,61086.0,gray,black,nextgear capital,8200.0,10100.0,Thu Jan 29 2015 01:20:00 GMT-0800 (PST)
wbana73595cr60293,2005,BMW,5 Series,530i,sedan,automatic,nc,19.0,125922.0,white,black,dt credit corporation,5975.0,6300.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
wbanb33575cn65213,2005,BMW,5 Series,545i,sedan,automatic,ca,29.0,105456.0,black,brown,top finance co,5925.0,4500.0,Tue Jun 02 2015 17:00:00 GMT-0700 (PDT)
wbxpa934x5wd14103,2005,BMW,X3,3.0i,suv,automatic,ca,32.0,150683.0,white,beige,prestige auto wholesale inc,4900.0,5200.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
wbaeh73415b192236,2005,BMW,6 Series,645Ci,Coupe,automatic,fl,2.0,112935.0,silver,black,jpmorgan chase bank n.a.,12300.0,7500.0,Tue May 05 2015 05:00:00 GMT-0700 (PDT)
wbagn63555ds56254,2005,BMW,7 Series,745Li,Sedan,automatic,il,2.0,110487.0,black,black,ally,7550.0,6300.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
wbanb33565cn68264,2005,BMW,5 Series,545i,Sedan,automatic,fl,29.0,112076.0,silver,gray,innovate loan servicing corp,6100.0,6000.0,Thu May 21 2015 08:00:00 GMT-0700 (PDT)
wbxpa93435wd06621,2005,BMW,X3,3.0i,SUV,automatic,ca,25.0,122996.0,black,black,remarketing by ge/nextgear capital,5900.0,5500.0,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
wbanb33505cn63285,2005,BMW,5 Series,545i,Sedan,automatic,tx,36.0,86700.0,blue,tan,hendrick volkswagen lewisville,8250.0,7400.0,Fri Jan 16 2015 03:00:00 GMT-0800 (PST)
wbxpa93475wd19775,2005,BMW,X3,3.0i,SUV,automatic,md,19.0,158769.0,gray,gray,wells fargo dealer services,4425.0,3500.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
5uxfb53505lv17473,2005,BMW,X5,4.4i,SUV,,pa,34.0,101802.0,gray,black,centerone/macul,7250.0,5200.0,Fri May 15 2015 02:00:00 GMT-0700 (PDT)
wbaek73495b324760,2005,BMW,6 Series,645Ci,Convertible,,pa,33.0,67475.0,black,black,jaguar landover of west columbia,14800.0,17250.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
wbanb33555cn64044,2005,BMW,5 Series,545i,Sedan,automatic,ca,21.0,119767.0,black,—,tdaf remarketing,5550.0,5500.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
wbxpa93435wd21975,2005,BMW,X3,3.0i,suv,automatic,fl,25.0,92446.0,blue,beige,dab auto world & leasing,7425.0,5000.0,Tue Jun 02 2015 09:00:00 GMT-0700 (PDT)
5uxfa13505ly09152,2005,BMW,X5,3.0i,suv,automatic,tx,29.0,123327.0,gray,black,jpmorgan chase bank n.a.,6650.0,5900.0,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
wbxpa93415wd07492,2005,BMW,X3,3.0i,SUV,automatic,pa,36.0,140367.0,silver,black,credit acceptance corp/vrs/southfield,5000.0,4000.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
5uxfb53555lv15024,2005,BMW,X5,4.4i,SUV,automatic,fl,25.0,87047.0,beige,gray,automatch usa,7425.0,5500.0,Wed May 13 2015 09:45:00 GMT-0700 (PDT)
wbana53575b861885,2005,BMW,5 Series,525i,Sedan,automatic,fl,22.0,148198.0,black,beige,nicholas financial inc/clearwater,5225.0,4800.0,Thu Jan 15 2015 07:00:00 GMT-0800 (PST)
wbaev534x5km41341,2005,BMW,3 Series,330i,Sedan,automatic,wi,22.0,102854.0,silver,black,knauz continental autos inc,5375.0,5700.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
5uxfa13505ly16148,2005,BMW,X5,3.0i,SUV,automatic,va,27.0,138234.0,blue,tan,brown's dulles nissan,5725.0,4900.0,Thu Jan 29 2015 01:05:00 GMT-0800 (PST)
wbxpa93445wd03887,2005,BMW,X3,3.0i,SUV,automatic,ca,29.0,133541.0,white,gray,lobel financial corp,5100.0,5800.0,Wed May 20 2015 05:30:00 GMT-0700 (PDT)
wbaev33435kw20759,2005,BMW,3 Series,325i,Sedan,automatic,nj,31.0,138835.0,silver,gray,bmw of mount laurel,3675.0,3500.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
wbanb33505cn66946,2005,BMW,5 Series,545i,Sedan,automatic,ca,35.0,148038.0,silver,black,performance auto loans,4600.0,5100.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
5uxfb53535lv19637,2005,BMW,X5,4.4i,SUV,automatic,nj,21.0,166587.0,gray,black,englewood cadillac,5025.0,4700.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
wbaeu33445pr14676,2005,BMW,3 Series,325xi,Sedan,automatic,nc,21.0,198652.0,gray,black,lonestar remarketing llc,2050.0,1300.0,Tue Jan 13 2015 09:15:00 GMT-0800 (PST)
wbxpa93465wd14597,2005,BMW,X3,3.0i,SUV,automatic,md,19.0,86453.0,silver,black,a & c motors auto sales inc,7300.0,3000.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
wbaeu33435pn99515,2005,BMW,3 Series,325xi,Sedan,manual,wa,31.0,87212.0,black,gray,lexus of bellevue,5200.0,6500.0,Wed Jan 14 2015 05:20:00 GMT-0800 (PST)
wbaeh73465b215770,2005,BMW,6 Series,645Ci,Coupe,automatic,ca,23.0,142708.0,black,black,crb auto finance,9900.0,7700.0,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
wbxpa93475wd04189,2005,BMW,X3,3.0i,SUV,automatic,il,23.0,105851.0,black,black,go financial,6575.0,5600.0,Thu May 14 2015 03:00:00 GMT-0700 (PDT)
wbagl63545dp75348,2005,BMW,7 Series,745i,Sedan,automatic,ca,24.0,119042.0,silver,black,green line auto sales,5475.0,7000.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
5uxfb535x5lv19862,2005,BMW,X5,4.4i,SUV,automatic,ca,41.0,147144.0,silver,gray,land rover san jose,5500.0,5100.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
wbxpa93465wd04829,2005,BMW,X3,3.0i,SUV,automatic,ca,29.0,149662.0,white,beige,desert fleet lease,4275.0,5200.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
5uxfb53575lv11055,2005,BMW,X5,4.4i,SUV,automatic,nv,24.0,150538.0,brown,brown,wells fargo dealer services,5225.0,3200.0,Fri May 15 2015 05:00:00 GMT-0700 (PDT)
wbanb33565cn65364,2005,BMW,5 Series,545i,Sedan,automatic,nc,36.0,100080.0,black,black,crossroads infiniti inc,6800.0,9300.0,Mon Feb 23 2015 01:00:00 GMT-0800 (PST)
5uxfb53575lv12710,2005,BMW,X5,4.4i,SUV,automatic,pa,43.0,74808.0,gray,brown,bobby rahal bmw of south hills,8800.0,9400.0,Wed Feb 18 2015 01:00:00 GMT-0800 (PST)
wbanb33555cn64948,2005,BMW,5 Series,545i,Sedan,automatic,nc,19.0,93000.0,black,tan,dt credit corporation,7025.0,6600.0,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
wbaev33445kw20799,2005,BMW,3 Series,325i,Sedan,automatic,nv,25.0,125709.0,blue,beige,quality acceptance,3700.0,2400.0,Thu Feb 19 2015 12:00:00 GMT-0800 (PST)
wbxpa93425wd14466,2005,BMW,X3,3.0i,SUV,,pa,28.0,81469.0,black,black,r hollenshead auto sales inc,7150.0,7250.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
wbana73575b818739,2005,BMW,5 Series,530i,Sedan,automatic,az,28.0,99890.0,gray,black,down the road motors,7000.0,7500.0,Thu Feb 19 2015 03:30:00 GMT-0800 (PST)
5uxfa13585ly11487,2005,BMW,X5,3.0i,SUV,automatic,tx,35.0,115635.0,gray,black,fiserv/sierra auto finance,6650.0,5200.0,Tue Feb 17 2015 02:30:00 GMT-0800 (PST)
wbxpa93445wd11276,2005,BMW,X3,3.0i,SUV,automatic,nj,35.0,144238.0,gray,black,autolenders liquidation center,4900.0,4400.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
wbabw53425pl49093,2005,BMW,3 Series,330Ci,Convertible,automatic,fl,28.0,107323.0,gray,gray,autonation chevrolet pembroke pines,6250.0,5100.0,Tue Feb 03 2015 08:00:00 GMT-0800 (PST)
wbxpa93435wd19904,2005,BMW,X3,3.0i,SUV,automatic,mi,25.0,147590.0,silver,black,jpmorgan chase bank n.a.,4875.0,5200.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
wbabw53405pl53157,2005,BMW,3 Series,330Ci,Convertible,automatic,tx,19.0,80140.0,silver,black,texas direct auto,8250.0,5400.0,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
5uxfb53505lv17957,2005,BMW,X5,4.4i,SUV,automatic,md,23.0,138787.0,black,black,leaders financial co,6025.0,3500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbagl63575dp76445,2005,BMW,7 Series,745i,Sedan,automatic,az,19.0,129750.0,black,beige,aps rent a car & leasing,5000.0,5000.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
wbana73555b816939,2005,BMW,5 Series,530i,Sedan,automatic,ca,24.0,174407.0,gray,beige,lobel financial corp,4525.0,4200.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
wbanb335x5b115223,2005,BMW,5 Series,545i,Sedan,automatic,il,19.0,98514.0,silver,black,first financial credit union,6125.0,3600.0,Tue Jul 07 2015 07:00:00 GMT-0700 (PDT)
4usbt33505ls55191,2005,BMW,Z4,2.5i,Convertible,automatic,ca,41.0,122599.0,gray,black,unique automotive ltd,6550.0,7000.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
wbagn63584ds55937,2004,BMW,7 Series,745Li,Sedan,automatic,fl,1.0,112205.0,black,black,consolidated asset recovery systems  inc.,6125.0,2600.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
wbxpa93494wa65663,2004,BMW,X3,3.0i,SUV,automatic,fl,19.0,158124.0,white,tan,zimmerman auto brokers inc,4425.0,4700.0,Fri Mar 06 2015 01:30:00 GMT-0800 (PST)
wbaeh73424b190980,2004,BMW,6 Series,645Ci,Coupe,automatic,va,25.0,172618.0,silver,black,a&r motors llc,7025.0,6800.0,Thu Mar 05 2015 01:20:00 GMT-0800 (PST)
wbabw53444pl44590,2004,BMW,3 Series,330Ci,Convertible,automatic,ca,39.0,104897.0,black,black,phillips auto brokerage,6050.0,7500.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbaaz33404kp83130,2004,BMW,3 Series,325i,Sedan,automatic,fl,19.0,157210.0,gray,black,courtesy kia of brandon,3025.0,3100.0,Thu Feb 26 2015 08:20:00 GMT-0800 (PST)
wbxpa93464wa30708,2004,BMW,X3,3.0i,SUV,manual,va,5.0,109660.0,blue,gray,florida auto connection,5800.0,6500.0,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
4usbt33594ls51963,2004,BMW,Z4,2.5i,Convertible,automatic,fl,27.0,47316.0,white,gray,santander consumer,8200.0,7900.0,Thu Feb 05 2015 01:35:00 GMT-0800 (PST)
5uxfa13584lu39437,2004,BMW,X5,3.0i,suv,automatic,ca,38.0,54751.0,blue,black,daimler daiichi corp,8225.0,9600.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
wbxpa73424wb25819,2004,BMW,X3,2.5i,SUV,automatic,fl,38.0,91053.0,blue,gray,tdaf remarketing,6200.0,7400.0,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
5uxfa13594lu31265,2004,BMW,X5,3.0i,suv,,on,24.0,188230.0,blue,black,mercedes-benz,5225.0,3800.0,Thu May 28 2015 11:30:00 GMT-0700 (PDT)
wbabd33454pl00754,2004,BMW,3 Series,325Ci,Coupe,automatic,ca,28.0,108225.0,gray,gray,clear view systems,4575.0,5100.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbabw334x4pl28897,2004,BMW,3 Series,325Ci,Convertible,automatic,fl,34.0,115780.0,silver,gray,lexus of pembroke pines,4725.0,5600.0,Fri Feb 27 2015 01:30:00 GMT-0800 (PST)
wbabd33494pl00398,2004,BMW,3 Series,325Ci,Coupe,automatic,ca,3.0,120987.0,white,beige,east bay bmw,4175.0,6100.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbaaz33464kp87618,2004,BMW,3 Series,325i,Sedan,automatic,ca,27.0,72993.0,black,black,hollywood auto center inc,4950.0,7000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
wbxpa93424wa64810,2004,BMW,X3,3.0i,SUV,automatic,va,42.0,131399.0,white,beige,primeritus remarketing/aras,5250.0,6000.0,Thu Mar 05 2015 01:20:00 GMT-0800 (PST)
wbanb33544b110484,2004,BMW,5 Series,545i,Sedan,automatic,ca,26.0,111621.0,black,black,fmgj inc,5950.0,8100.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbana73554b057191,2004,BMW,5 Series,530i,Sedan,automatic,fl,33.0,114313.0,blue,beige,braman motors,6125.0,6500.0,Thu Feb 05 2015 01:40:00 GMT-0800 (PST)
wbabw53494pl46352,2004,BMW,3 Series,330Ci,Convertible,automatic,nv,28.0,89316.0,gray,gray,lobel financial corp,6850.0,5200.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
5uxfb53514lv03144,2004,BMW,X5,4.4i,SUV,automatic,ca,25.0,172377.0,gold,beige,aaero sweet company,3450.0,4600.0,Wed Feb 18 2015 03:30:00 GMT-0800 (PST)
4usbt535x4lu08105,2004,BMW,Z4,3.0i,Convertible,automatic,fl,31.0,86255.0,blue,tan,lee f slaughter fine cars since 1948,7700.0,8000.0,Wed Feb 18 2015 07:15:00 GMT-0800 (PST)
wbaaz33414kp88921,2004,BMW,3 Series,325i,Sedan,automatic,nv,19.0,100583.0,—,tan,lobel financial corp,4250.0,3800.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
wbaeu33414pr12902,2004,BMW,3 Series,325xi,Sedan,automatic,va,19.0,108233.0,black,tan,sullivan auto trading inc,4375.0,4000.0,Thu Feb 19 2015 01:35:00 GMT-0800 (PST)
wbana53584b176471,2004,BMW,5 Series,525i,Sedan,automatic,ca,19.0,156042.0,gray,gray,remarketing by ge/manheim san diego,4650.0,3300.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
wbana53524b854342,2004,BMW,5 Series,525i,Sedan,automatic,ca,25.0,248236.0,silver,gray,honda cars of corona,2900.0,4000.0,Wed Feb 04 2015 04:15:00 GMT-0800 (PST)
wbagl63444dp71662,2004,BMW,7 Series,745i,Sedan,,sc,35.0,122237.0,black,black,jim hudson buick gmc & cadillac inc,4850.0,3900.0,Mon Feb 23 2015 02:00:00 GMT-0800 (PST)
wbabw33404pl31985,2004,BMW,3 Series,325Ci,Convertible,automatic,il,31.0,63195.0,white,beige,santander consumer,6775.0,7300.0,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
wbanb335x4b112790,2004,BMW,5 Series,545i,Sedan,automatic,va,2.0,115942.0,silver,black,manheim harrisonburg,5800.0,5200.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
wbaev534x4km36607,2004,BMW,3 Series,330i,Sedan,automatic,ca,27.0,125122.0,blue,gray,valley kia,4800.0,5600.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
wbagl63494dp70071,2004,BMW,7 Series,745i,Sedan,automatic,fl,19.0,55338.0,black,black,westlake financial services,6825.0,4600.0,Thu Feb 19 2015 15:00:00 GMT-0800 (PST)
5uxfa13594lu42315,2004,BMW,X5,3.0i,SUV,automatic,pa,25.0,145538.0,black,beige,criswell chrysler jeep dodge,5200.0,5200.0,Fri Feb 20 2015 01:30:00 GMT-0800 (PST)
wbagl634x4dp69138,2004,BMW,7 Series,745i,Sedan,automatic,ca,25.0,74995.0,silver,black,stevens creek hyundai,6350.0,7500.0,Wed Feb 04 2015 04:15:00 GMT-0800 (PST)
wbaev33494kr33314,2004,BMW,3 Series,325i,Sedan,automatic,nc,19.0,109993.0,blue,tan,hendrick honda hickory,4100.0,2700.0,Wed Feb 25 2015 06:00:00 GMT-0800 (PST)
4usbt33554ls52723,2004,BMW,Z4,2.5i,Convertible,automatic,nv,32.0,77258.0,black,black,bul connections llc,7500.0,8300.0,Fri Feb 20 2015 03:45:00 GMT-0800 (PST)
wbagn634x4ds50939,2004,BMW,7 Series,745Li,Sedan,automatic,nc,25.0,173835.0,gray,gray,primeritus remarketing/atlas,4175.0,3300.0,Mon Feb 23 2015 01:30:00 GMT-0800 (PST)
wbaev53424km34835,2004,BMW,3 Series,330i,Sedan,automatic,oh,1.0,281845.0,silver,black,select remarketing group llc/loan max title,2300.0,1900.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
wbxpa934x4wd01009,2004,BMW,X3,3.0i,SUV,,pa,34.0,88602.0,black,black,alans autos,5975.0,7200.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
wbabw33444pl28796,2004,BMW,3 Series,325Ci,Convertible,automatic,oh,29.0,112628.0,silver,black,wells fargo dealer services,4925.0,4600.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
wbabv13454jt23021,2004,BMW,3 Series,325Ci,Coupe,automatic,ca,19.0,116918.0,gray,black,lobel financial corp,5275.0,2000.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
wbana73574b800451,2004,BMW,5 Series,530i,Sedan,automatic,va,19.0,185450.0,black,gray,city import gallery llc,3475.0,3200.0,Wed Jan 28 2015 16:00:00 GMT-0800 (PST)
wbaeu334x4pr08301,2004,BMW,3 Series,325xi,Sedan,automatic,md,23.0,112219.0,blue,black,credit acceptance corp/vrs/southfield,4575.0,3800.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
wbaet37454nj42860,2004,BMW,3 Series,325i,Sedan,automatic,ma,19.0,189692.0,blue,tan,boch new to you superstore,1775.0,1500.0,Thu Jan 22 2015 10:30:00 GMT-0800 (PST)
5uxfb535x4lv04910,2004,BMW,X5,4.4i,SUV,automatic,ga,2.0,85523.0,silver,black,nalley toyota stonecrest,6950.0,6700.0,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
5uxfa13574lu23472,2004,BMW,X5,3.0i,SUV,automatic,ga,24.0,159691.0,black,brown,nalley toyota of roswell,4350.0,4300.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
wbaet37474nj41676,2004,BMW,3 Series,325i,Sedan,automatic,oh,23.0,72602.0,gray,black,financial services remarketing (repos),5875.0,4300.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbaev33444kr30479,2004,BMW,3 Series,325i,Sedan,automatic,ca,29.0,83180.0,green,gray,mountain motors inc,4750.0,5500.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
wbanb33514b109180,2004,BMW,5 Series,545i,Sedan,automatic,fl,19.0,101384.0,blue,black,gateway one lending & finance,7200.0,3700.0,Fri May 08 2015 02:15:00 GMT-0700 (PDT)
wbaev33454kr34427,2004,BMW,3 Series,325i,Sedan,automatic,fl,26.0,124675.0,blue,beige,andrew thomas motorcars,3575.0,4700.0,Thu Jan 15 2015 01:50:00 GMT-0800 (PST)
5uxfa13544lu37491,2004,BMW,X5,3.0i,SUV,,pa,19.0,115055.0,black,beige,r hollenshead auto sales inc,5875.0,6400.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
wbaeh73484b190787,2004,BMW,6 Series,645Ci,Coupe,automatic,az,24.0,104960.0,green,beige,cash cow auto sales inc,9025.0,8300.0,Thu May 14 2015 05:00:00 GMT-0700 (PDT)
wbana73564b811358,2004,BMW,5 Series,530i,Sedan,automatic,fl,32.0,77803.0,white,tan,gm financial,7225.0,8500.0,Thu May 21 2015 02:40:00 GMT-0700 (PDT)
5uxfb53524lv04061,2004,BMW,X5,4.4i,SUV,automatic,fl,27.0,99675.0,gray,gray,automatch usa,6025.0,4000.0,Thu May 07 2015 06:25:00 GMT-0700 (PDT)
5uxfa93544le81184,2004,BMW,X5,4.8is,SUV,automatic,tx,22.0,81386.0,black,black,brunson auto sales,10400.0,9500.0,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
wbana73514b801353,2004,BMW,5 Series,530i,Sedan,automatic,in,35.0,113866.0,silver,—,arms across america,6225.0,6600.0,Wed Jan 28 2015 05:25:00 GMT-0800 (PST)
wbaet37474nj41547,2004,BMW,3 Series,325i,Sedan,automatic,ca,4.0,91891.0,blue,beige,california auto wholesale,4850.0,6200.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
5uxfa13544lu21324,2004,BMW,X5,3.0i,SUV,automatic,tn,27.0,184782.0,black,tan,michael's motor co.,4100.0,4350.0,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
wbabd53454pl12723,2004,BMW,3 Series,330Ci,Coupe,automatic,ca,22.0,139707.0,silver,gray,lobel financial corp,3800.0,3300.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
wbana53524b852946,2004,BMW,5 Series,525i,Sedan,automatic,oh,28.0,162406.0,black,black,financial services remarketing (repos),4725.0,5000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
